houseHigh,totalPrice,title,region,year,houseType,houseElevator,area,station,types,houseFitment,houseDirection,line,totalHigh,unitPrice,houseArea,distance
中楼层,240,两房 户型方正,雅居乐君域公馆 ,塔楼  , 2室2厅 , 有电梯,市桥,市桥站, ,其他, 东北 ,3号线,31,30640, 78.33,966米
中楼层,300,尚德大厦 一房一厅,尚德大厦 ,2003, 1室1厅 , 有电梯,龙口东,华师站,塔楼, 简装 , 东 ,3号线,23,60000, 50,287米
低楼层,460,犀牛路三房出售,犀牛路 ,塔楼  , 3室1厅 , 无电梯,环市东,区庄站, ,其他, 南 北 ,6号线,8,61358, 74.97,672米
低楼层,420,中科院四房出售,先烈中路81号大院 ,2000, 4室1厅 ,未知,黄花岗,黄花岗站,塔楼,其他, 南 北 ,6号线,6,41108, 102.17,406米
高楼层,200,南苑大厦 3房2厅 桥东**,南苑大厦 ,1997, 3室2厅 ,未知,市桥,,塔楼, 简装, 南 北 ,,7,19048, 105,
低楼层,235,广地花园 电梯两房,广地花园 ,2006, 2室2厅 , 有电梯,华南,,塔楼,其他, 南 ,,12,26796, 87.7,
低楼层,320,逸安阁 两房两厅 厅直出阳台 生活便利,逸安阁 ,1999, 2室2厅 , 有电梯,车陂,车陂站,塔楼, 简装 , 北 ,4号线,12,39025, 82,705米
高楼层,120,棠安路单位房改房 小三房一厅 户型方正,广花四路棠新西街 ,板楼  , 3室1厅 ,未知,新市,, ,其他, 南 ,,6,21053, 57,
高楼层,86,新都盛世名门 宏城汇 精装一房,新都盛世名门宏城汇 ,2012, 1室1厅 , 有电梯,新塘,,塔楼, 精装 , 南 ,,21,23453, 36.67,
低楼层,1380,嘉裕丹顿阳光 户型方正 舒适干净,嘉裕丹顿阳光 ,2010, 4室2厅 , 有电梯,珠江新城东,猎德站,塔楼, 精装 , 南 ,5号线,29,69697, 198,915米
中楼层,90,立新街缝纫机厂宿舍 交通方便 实用一房,新港西路立新街 ,塔楼  , 1室1厅 , 无电梯,新港西,中大站, , 精装 , 南 北 ,8号线,5,24787, 36.31,521米
中楼层,420,实用3房2厅 户型方正 保养新,保利百合花园二期 ,2004, 3室2厅 , 有电梯,江燕路,离广佛线燕岗站,塔楼,其他, 西南 ,,15,45593, 92.12,1058米
中楼层,235,宏康东筑  精装三房  东南向  安静,宏康花园五期宏康东筑 ,2009, 3室2厅 ,未知,开发东区,,塔楼,其他, 东南 ,,22,23268, 101,
低楼层,210,金港花园 两房一厅 厅直出 户型方正,金港花园 ,2000, 1室2厅 , 有电梯,区府,大沙地站,塔楼, 精装 , 北 ,5号线,18,40976, 51.25,973米
高楼层,100,东鹏花园 方正两房 地铁沿线 置业精选,东鹏花园一期 ,1997, 2室1厅 , 无电梯,坑口,坑口站,塔楼,其他, 东 西 ,1号线,9,21740, 46,934米
高楼层,360,森林半岛看花园单位 花园中间位置 采光好,翡翠绿洲森林半岛 ,2011, 3室2厅 , 有电梯,新塘,,塔楼, 精装 , 东 西 ,,24,24658, 146,
中楼层,300,珠光高派华庭 精装一房一厅 采光好,珠光高派华庭 ,2006, 1室1厅 , 有电梯,滨江东,,塔楼, 精装 , 北 ,,31,56604, 53,
中楼层,400,广州雅居乐花园 十年小雅 实用三房,广州雅居乐花园十年小雅 ,2010, 3室2厅 , 有电梯,华南,员岗站,塔楼, 精装 , 西南 ,7号线,33,41060, 97.42,597米
中楼层,339,黄埔花园 精装两房,黄埔花园 ,2011, 2室2厅 , 有电梯,区府,,塔楼, 精装 , 北 ,,18,39305, 86.25,
高楼层,205,新世纪花园精装三房 位置安静,新世纪花园 ,2005, 3室2厅 , 无电梯,沙湾,,塔楼,其他, 东北 ,,6,22283, 92,
中楼层,430,龙口花苑 精装两房 读龙口西**,龙口花苑龙腾街 ,2002, 2室2厅 , 无电梯,龙口西,岗顶站,塔楼, 简装 , 南 北 ,3号线,9,62428, 68.88,1026米
低楼层,380,恒仕大厦 电梯方正两房 生活方便,恒仕大厦 ,2000, 2室1厅 , 有电梯,东川路,团一大广场站,塔楼,其他, 西 ,6号线,25,54489, 69.74,723米
低楼层,570,芳草阁 电梯大两房 可改四房,芳草阁 ,2008, 2室2厅 , 有电梯,农讲所,农讲所站,塔楼, 精装 , 东北 ,1号线,18,47500, 120,622米
高楼层,380,影城花园 地铁正规3房,影城花园 ,2003, 3室1厅 , 有电梯,赤岗,客村站,塔楼, 简装 , 南 北 ,3号线,27,36564, 103.93,95米
中楼层,318,穗花新村 电梯两房 二号线江南西,穗花新村 ,1997, 2室1厅 , 有电梯,昌岗,江南西站,塔楼, 简装 , 西北 ,2号线,16,46608, 68.23,286米
高楼层,180,东城国际 大面积3房 交通便利。,东城国际大厦 ,2008, 2室2厅 , 有电梯,区府,大沙地站,塔楼,其他, 西 ,5号线,30,18611, 96.72,594米
中楼层,745,厅出阳台 环境好 交通便捷,龙口东路 ,1999, 3室2厅 , 无电梯,天河北,岗顶站,塔楼, 精装 , 南 ,3号线,10,65351, 114,413米
高楼层,250,黄石金碧新城厅出两房,金碧新城 ,2005, 2室1厅 , 有电梯,石井,,塔楼, 精装 , 东北 ,,18,34660, 72.13,
中楼层,355,格局方正 标准两房 小区管理,地质大院 ,1998, 2室1厅 , 无电梯,环市东,动物园站,塔楼, 简装 , 南 北 ,5号线,7,57912, 61.3,568米
低楼层,173,海晴居 南向温馨两房 采光保养好,祈福新村海晴居 ,2003, 2室1厅 , 无电梯,祈福,,板楼, 简装 , 南 ,,6,32642, 53,
中楼层,490,都市华庭 温馨舒适 东南两房,都市华庭 ,2001, 1室1厅 , 有电梯,体育中心,北延段林和西站,塔楼, 简装 , 东南 ,3号线,32,66217, 74,490米
中楼层,230,洛溪 海天花园 精装温馨3房 采光好,海天花园2街 ,1998, 3室1厅 , 无电梯,洛溪,洛溪站,板楼, 简装 , 南 ,2号线,4,28361, 81.1,484米
中楼层,128,黄华路 方正一房 住家装修,黄华路 ,塔楼  , 1室1厅 , 无电梯,建设路,小北站, , 精装 , 东 ,5号线,13,46143, 27.74,1044米
低楼层,380,理想青年荟 东南向 复式一房 保养好,理想青年荟 ,2007, 1室2厅 , 有电梯,天河公园,,塔楼, 精装 , 东南 ,,21,82609, 46,
高楼层,250,光机电研究所 两房一厅 采光通透,光机电研究所 ,1995, 2室1厅 ,未知,龙口东,华师站,板楼,其他, 南 ,3号线,6,48077, 52,482米
中楼层,475,东浚荔景苑 精装三房户型，交通方便,东浚荔景苑 ,1998, 3室2厅 , 有电梯,中山八,西场站,塔楼, 简装 , 西南 ,5号线,43,42036, 113,0米
高楼层,535,广州雅居乐花园 步行街精致四房 保养好,广州雅居乐花园雅逸庭 ,2010, 4室2厅 , 有电梯,华南,员岗站,塔楼, 简装 , 北 ,7号线,11,34968, 153,1197米
中楼层,185,侨基花园 电梯3房 证过2年,侨基花园 ,1998, 3室2厅 , 有电梯,市桥,市桥站,塔楼,其他, 东南 ,3号线,32,22290, 83,893米
高楼层,320,保利西海岸 汇海实用三房 园景单位,保利西海岸汇海花园 ,2010, 3室2厅 , 有电梯,金沙洲,,塔楼,其他, 西南 ,,26,36364, 88,
低楼层,210,金港花园 两房一厅 厅直出 户型方正,金港花园 ,2000, 1室2厅 , 有电梯,区府,大沙地站,塔楼, 精装 , 北 ,5号线,18,40976, 51.25,973米
中楼层,605,建丰大厦 电梯三房 安静小区 交通便利,建丰大厦 ,1997, 3室1厅 ,未知,天河南,石牌桥站,塔楼,其他, 南 ,3号线,25,55000, 110,434米
中楼层,163,碧桂园东苑 精致三房,顺德碧桂园环翠路 ,塔楼  , 3室2厅 , 无电梯,钟村,, ,其他, 北 ,,6,16927, 96.3,
低楼层,207,翡翠绿洲 精装三房 满两年,翡翠绿洲森林半岛 ,2011, 3室2厅 , 有电梯,新塘,,塔楼, 简装 , 北 ,,21,20984, 98.65,
高楼层,250,麓景路 实用两房两厅,麓景路上塘街 ,塔楼  , 2室2厅 ,未知,麓景,小北站, ,其他, 北 ,5号线,8,30414, 82.2,1087米
低楼层,360,实用安静三房 厅出阳台 采光好,旭景家园B区 ,2002, 3室2厅 , 有电梯,东圃,车陂站,塔楼,其他, 南 ,4号线,15,42170, 85.37,1167米
中楼层,490,琴海居   2房出售,琴海居 ,2004, 2室2厅 ,未知,赤岗,广州塔站,塔楼, 精装, 南 ,3号线,12,58557, 83.68,841米
低楼层,300,凤馨苑  一楼三房  单边位  大花园,碧桂园凤凰城凤馨苑 ,2002, 3室2厅 , 有电梯,新塘,,塔楼, 精装 , 西 ,,18,32363, 92.7,
高楼层,230,丹桂里 温馨居室 方正实用,小北路丹桂里 ,塔楼  , 1室1厅 , 无电梯,小北,小北站, ,其他, 西北 ,5号线,9,63889, 36,981米
低楼层,404,岭南新世界 锦云峰 中高层 三房,岭南新世界锦云峰 ,2013, 3室2厅 , 有电梯,白云大道北,,塔楼,其他, 北 ,,32,43232, 93.45,
低楼层,335,黄华路 实用舒适单位 配套完善,黄华路 ,1987, 3室1厅 , 无电梯,建设路,小北站,塔楼, 简装 , 东南 ,5号线,3,47184, 71,864米
高楼层,347,翠逸家园 电梯高层 通风彩光好 望白云山,翠逸家园 ,2000, 2室1厅 , 有电梯,机场路,飞翔公园站,塔楼,其他, 北 ,2号线,16,39401, 88.07,1008米
高楼层,228,广州富力城 温馨两房 住的舒心,广州富力城 ,2007, 2室2厅 , 有电梯,黄石路,,塔楼,其他, 北 ,,18,27143, 84,
高楼层,920,华标广场南向四房 户型方正 花园景观,华标广场 ,2003, 4室2厅 , 有电梯,天河北,,塔楼, 简装 , 西南 ,,30,55765, 164.98,
中楼层,370,石牌西天晟明苑精装两房 交通便利 配套齐,天晟明苑 ,1997, 2室2厅 ,未知,石牌,岗顶站,塔楼,其他, 东 ,3号线,28,45975, 80.48,726米
中楼层,380,翠湖山庄 方正两房 小区配套齐 居家适宜,翠湖山庄 ,1999, 2室1厅 , 有电梯,天河公园,,塔楼, 简装 , 西北 ,,31,52198, 72.8,
高楼层,350,华景新城 翡翠居 温馨三居室,华景新城翡翠居 ,1995, 3室2厅 , 无电梯,华景新城,,塔楼,其他, 南 北 ,,9,44872, 78,
高楼层,340,电梯大两房 户型方正 保养好 望花园,南景园品梅轩 ,2001, 2室2厅 ,未知,江燕路,江泰路站,塔楼, 精装, 北 ,2号线,12,44849, 75.81,929米
低楼层,280,利安花园 实用舒适单位 配套完善,利安花园一街 ,1997, 2室1厅 , 无电梯,赤岗,广州塔站,塔楼, 简装 , 东 ,3号线,9,42794, 65.43,346米
中楼层,355,保利西海岸 精装三房  证过两年,保利西海岸星海花园 ,2010, 3室2厅 , 有电梯,金沙洲,,塔楼,其他, 西北 ,,11,36225, 98,
高楼层,338,橡树园 精品装修 业主诚心放卖 卖少见少,橡树园 ,2011, 2室2厅 , 有电梯,沙太南,,塔楼,其他, 西北 ,,9,39312, 85.98,
低楼层,527,骏汇大厦 户型方正 精装修 实用2房,骏汇大厦 ,1997, 2室2厅 ,未知,天河南,体育西路站,塔楼,其他, 北 ,1号线,26,61964, 85.05,38米
低楼层,225,丽江花园 丽茹楼 舒适三房,丽江花园丽茹楼 ,1993, 3室2厅 , 无电梯,南浦,南浦站,塔楼,其他, 西南 ,2号线,9,25863, 87,970米
,476,祈福新村 b区别墅 采光好,祈福新村B区 ,, 4室2厅 , 无电梯,,,,其他, 北 ,,,24792, 192,
中楼层,155,雅居乐福春山居 精装单间 花园式小区,雅居乐富春山居 ,2014, 1室0厅 , 有电梯,科学城,黄陂站,塔楼,其他, 西 ,6号线,9,31959, 48.5,939米
低楼层,650,华标广场 通风采光好 格局方正,华标广场 ,2003, 3室2厅 , 有电梯,天河北,华师站,塔楼, 简装 , 北 ,3号线,30,66327, 98,920米
低楼层,355,红棉苑 低层实用单位 交通方便,红棉苑南区 ,2000, 3室1厅 , 无电梯,花地大道,花地湾站,塔楼, 简装 , 南 北 ,1号线,9,33340, 106.48,406米
中楼层,372,广州雅居乐花园 南向三房 带入户花园,广州雅居乐花园一尺山居 ,2010, 3室2厅 ,未知,华南,,塔楼,其他, 南 ,,23,37733, 98.59,
低楼层,400,华景新城陶然庭苑 前排安静两房 望花园,华景新城陶然庭园 ,2006, 2室2厅 ,未知,华景新城,,塔楼,其他, 西北 ,,36,52632, 76,
,550,赛拉维 东向大三房 采光好,赛拉维 ,, 3室2厅 ,未知,,,,其他, 东 ,,,51912, 105.95,
中楼层,335,隽泷湾 园林景色 紧凑三房,路劲隽泷湾 ,2013, 3室2厅 , 有电梯,龙溪,,塔楼,其他, 西南 ,,18,37641, 89,
低楼层,438,金田花苑 东向厅出阳台大两房 安静舒适,金田花苑 ,1995, 2室2厅 ,未知,天河北,华师站,塔楼,其他, 东 ,3号线,9,60556, 72.33,1195米
中楼层,350,泰景花园 中层三房 格局方正,泰景花园文轩阁 ,2006, 3室2厅 , 有电梯,区府,大沙东站,塔楼,其他, 北 ,5号线,11,34896, 100.3,625米
中楼层,395,亚运城运动员村三区 3室2厅 395万,亚运城运动员村三区 ,塔楼  , 3室2厅 , 有电梯,亚运城,, ,其他, 东南 ,,11,28624, 138,
低楼层,305,富力桃园 精致实用2房 采光好,富力桃园 ,2004, 2室1厅 , 有电梯,罗冲围,,塔楼, 精装 , 西 ,,30,35269, 86.48,
低楼层,430,恒利翠竹苑 电梯3房 交通便利,恒利翠竹苑二期 ,2007, 3室2厅 ,未知,花地大道,花地湾站,塔楼,其他, 北 ,1号线,24,35339, 121.68,741米
高楼层,235,昊龙花园 望园景 温馨三房,昊龙花园南区 ,2007, 3室2厅 , 无电梯,沙湾,,塔楼, 简装 , 南 ,,5,24779, 94.84,
低楼层,410,御金沙 精装三房 证过两年,浔峰御金沙园 ,2011, 3室2厅 , 有电梯,金沙洲,浔峰岗站,塔楼,其他, 东南 ,6号线,25,39954, 102.62,308米
中楼层,128,户型方正 通风采光好 生活配套完善,同福西路宝恕大街 ,塔楼  , 2室1厅 ,未知,工业大道北,, , 精装, 南 ,,8,34595, 37,
低楼层,130,大沙头 大院管理 实用一房,大沙头路13号大院 ,塔楼  , 1室1厅 ,未知,东湖,, ,其他, 东 ,,8,42526, 30.57,
中楼层,205,棠德花园 户型方正 正规两房 光线好,棠德花园C区 ,1997, 2室1厅 , 无电梯,棠下,,塔楼,其他, 北 ,,9,31897, 64.27,
中楼层,300,隆基怡苑 实用三房 电梯高层,隆基怡苑倚云轩 ,1999, 3室1厅 , 有电梯,沙太南,,塔楼,其他, 东南 ,,17,39043, 76.84,
中楼层,300,隆基怡苑 实用三房 电梯高层,隆基怡苑倚云轩 ,1999, 3室1厅 , 有电梯,沙太南,,塔楼,其他, 东南 ,,17,39043, 76.84,
中楼层,130,庄士小两房 高层南向 带精装修,庄士映蝶蓝湾二期 ,塔楼  , 1室1厅 , 有电梯,石楼镇,, ,其他, 南 ,,18,22582, 57.57,
低楼层,120,牡丹阁  低层一房 方正实用 有匙即睇,牡丹阁 ,2000, 1室1厅 , 无电梯,茶滘,,塔楼, 简装 , 东北 ,,9,26219, 45.77,
中楼层,138,惠福西路 中层单位,惠福西路白薇街 ,塔楼  , 1室1厅 ,未知,解放南,一德路站, ,其他, 南 北 ,6号线,9,33318, 41.42,1043米
低楼层,130,大沙头 大院管理 实用一房,大沙头路13号大院 ,塔楼  , 1室1厅 ,未知,东湖,, ,其他, 东 ,,8,42526, 30.57,
高楼层,160,正规一房 高楼层 安静温馨,天力居 ,1998, 1室1厅 ,未知,东圃,,塔楼, 简装, 北 ,,12,35883, 44.59,
高楼层,95,中山八路 高层 实用两房,中山八路 ,塔楼  , 2室1厅 , 无电梯,中山八,中山八站, ,其他, 南 ,5号线,9,22181, 42.83,210米
低楼层,81,晓港湾 温馨一房 格局方正,晓港湾惠侨苑 ,1999, 1室1厅 ,未知,金碧,东晓南站,塔楼,其他, 东 ,2号线,9,27000, 30,433米
中楼层,175.1,春庭花园 中层 干净 保养新,春庭花园A栋春愉阁 ,1999, 3室1厅 ,未知,白云大道北,北延段白云大道北站,塔楼, 简装, 东南 ,3号线,9,23001, 76.09,957米
中楼层,162,汇侨新城 实用两房 户型方正,汇侨新城南区 ,2000, 2室1厅 ,未知,新市,,塔楼,其他, 东 ,,9,24387, 66.43,
中楼层,348,育蕾小区 温馨2房 格局方正视野开阔,育蕾小区育蕾三街 ,1993, 2室1厅 ,未知,天河南,体育西路站,塔楼, 简装, 北 ,1号线,9,49460, 70.36,221米
低楼层,500,星海明珠 格局亮正 配套成熟 诚意出售,星海明珠 ,2004, 3室2厅 , 有电梯,滨江东,鹭江站,塔楼,其他, 西 ,8号线,23,53000, 94.34,1041米
中楼层,340,丽园雅庭 中层 两室一厅,丽园雅庭 ,2007, 2室1厅 , 有电梯,赤岗,客村站,塔楼, 简装 , 北 ,3号线,17,60477, 56.22,722米
高楼层,210,珠江新城 易丰大厦 独立厨卫单间,易丰大厦 ,2010, 1室0厅 , 有电梯,天河公园,,塔楼, 精装 , 北 ,,18,60000, 35,
中楼层,620,荔港南湾 交通便利 电梯四房 一线江景,荔港南湾蓝钻水岸 ,2008, 4室2厅 , 有电梯,南岸路,长寿路站,塔楼, 精装 , 西南 ,1号线,34,42662, 145.33,0米
中楼层,198,元丰小区 玻玛框架 中等楼层,园丰小区十巷 ,1998, 3室2厅 , 无电梯,市桥,,塔楼,其他, 南 北 ,,8,18050, 109.7,
中楼层,350,金燕花园 电梯三房 小区安静,金燕花园 ,2004, 3室2厅 ,未知,粤垦,燕塘站,塔楼,其他, 东北 ,6号线,16,42720, 81.93,937米
高楼层,120,科城山庄 精装一房 中高楼层,科城山庄锦泽园 ,2015, 1室0厅 , 有电梯,科学城,,塔楼,其他, 北 ,,18,34228, 35.06,
高楼层,240,精装电梯3房  交通便利,凯信东方华庭 ,塔楼  , 3室2厅 ,未知,开发东区,, ,其他, 南 ,,10,20690, 116,
高楼层,380,富豪山庄 环境安静 精装修,富豪山庄盛翠华庭 ,塔楼  , 3室2厅 , 有电梯,祈福,, ,其他, 北 ,,17,28359, 134,
低楼层,300,诺德名都精装三房 位置安静,自在城市花园三期诺德名都 ,2013, 4室2厅 ,未知,华南,,塔楼,其他, 北 ,,30,32162, 93.28,
低楼层,459,翠云山  一楼带花园  位置安静,华南碧桂园翠云山 ,2001, 3室2厅 , 有电梯,华南,,塔楼, 简装 , 南 北 ,,11,36142, 127,
中楼层,158,环城中路 精装 三室出售,环城东路 ,塔楼  , 3室2厅 ,未知,市桥,, ,其他, 南 ,,7,13824, 114.3,
低楼层,310,保利塞纳维拉 电梯三房 环境优美,保利塞纳维拉 ,2015, 3室2厅 , 有电梯,龙溪,,塔楼,其他, 北 ,,18,32812, 94.48,
中楼层,148,祈福都会 精装修 格局方正,祈福都会花园 ,塔楼  , 3室2厅 , 有电梯,花山镇,, ,其他, 南 ,,11,16151, 91.64,
低楼层,540,珠江御景湾 实用三房 南北对流,珠江御景湾 ,2008, 3室2厅 , 有电梯,南洲,,塔楼, 精装 , 南 北 ,,17,39131, 138,
中楼层,190,王圣堂 中层三房 格局方正,圣安苑 ,1995, 3室1厅 ,未知,桂花岗,三元里站,塔楼,其他, 南 ,2号线,8,19160, 99.17,959米
高楼层,265,珠江花园 精装出售 采光好,珠江花园 ,1992, 3室2厅 , 有电梯,洛溪,,塔楼,其他, 西北 ,,28,26238, 101,
高楼层,208,三元里大道 北站路 云泉居 实用三房,北站路 ,塔楼  , 3室2厅 , 无电梯,机场路,三元里站, ,其他, 东南 ,2号线,9,19575, 106.26,1095米
低楼层,500,骏景花园北苑二期 格局方正 位置安静,骏景花园北苑骏怡轩 ,2000, 2室2厅 , 有电梯,棠下,车陂站,塔楼,其他, 南 ,4号线,12,56180, 89,1129米
低楼层,272,康雅花园 低楼层 实用大三房 东南向,康雅花园康雅二街 ,1999, 3室1厅 , 无电梯,机场路,,塔楼, 简装 , 东 ,,9,29160, 93.28,
中楼层,570,雅居乐南湖半岛花园 东南向 户型方正,雅居乐南湖半岛花园 ,2003, 3室2厅 , 有电梯,南湖,,塔楼,其他, 东南 ,,18,40796, 139.72,
低楼层,610,龙口中路 电梯五房 附送20方大平台,龙口中路 ,塔楼  , 5室2厅 , 无电梯,龙口东,, ,其他, 南 ,,9,53983, 113,
高楼层,370,凤锦苑精装四房 带车位送家私电器 看山景,碧桂园凤凰城凤锦苑 ,2002, 4室2厅 , 有电梯,新塘,,塔楼,其他, 南 ,,24,27408, 135,
高楼层,315,运动员小区南向三房 厅出阳台南向单位,亚运城运动员村四区 ,塔楼  , 3室2厅 ,未知,亚运城,, ,其他, 南 ,,14,27392, 115,
高楼层,820,华景新城 芳满庭园 南向四房 随时看房,华景新城芳满庭园 ,2004, 4室2厅 , 有电梯,华景新城,,塔楼, 简装 , 南 ,,36,65848, 124.53,
中楼层,280,客村地铁 鸿运花园中层 三房改大两房,鸿运花园 ,1995, 2室1厅 ,未知,赤岗,客村站,塔楼,其他, 南 北 ,3号线,8,37489, 74.69,357米
中楼层,480,时代玫瑰园 南向三房 装修保养好,时代玫瑰园 ,2004, 3室2厅 , 有电梯,白云大道北,黄边站,塔楼, 简装 , 南 ,2号线,13,37210, 129,594米
高楼层,100,水电广场北向精装一室一厅有小区可改小两房,水电广场 ,2015, 1室0厅 ,未知,新塘,,塔楼,其他, 北 ,,23,19231, 52,
高楼层,250,凤凰城 高层南向三房,碧桂园凤凰城凤馨苑 ,2002, 3室2厅 , 有电梯,新塘,,塔楼,其他, 南 ,,18,25487, 98.09,
高楼层,210,荔园小区 精装两房 南北对流,荔园小区荔香二街 ,1995, 2室1厅 , 无电梯,区府,大沙地站,塔楼, 简装 , 南 北 ,5号线,9,30043, 69.9,931米
高楼层,200,精装修 酒店式公寓 一线江景,佳润临江上品 ,2008, 1室1厅 , 有电梯,员村,科韵路站,塔楼, 精装 , 南 ,5号线,27,42608, 46.94,1016米
高楼层,390,中旅侨苑 格局实用 花园小区,中旅侨苑 ,2003, 3室2厅 , 有电梯,昌岗,宝岗大道站,塔楼,其他, 北 ,8号线,32,46341, 84.16,318米
高楼层,135,邦华星际广场，装修不错，西向，户型靓,邦华星际广场一期 ,塔楼  , 3室2厅 ,未知,龙溪,离广佛线菊树站, ,其他, 西 ,,22,26596, 50.76,1106米
低楼层,430,中海康城 温馨三房 中高楼层 采光通风好,中海康城紫罗兰街 ,2002, 3室2厅 , 有电梯,黄村,黄村站,塔楼, 精装 , 北 ,4号线,21,39091, 110,598米
低楼层,320,星汇金沙 温馨实用3房 环境优美,星汇金沙雅筑二期 ,2014, 3室2厅 , 有电梯,金沙洲,,塔楼,其他, 东南 ,,25,33282, 96.15,
中楼层,260,东凌广场   南向三房   户型实用,东凌广场 ,2015, 3室2厅 , 有电梯,新塘,,塔楼,其他, 南 ,,31,23424, 111,
高楼层,240,荟翠苑 楼龄新 实用两房 可改三房,荟翠苑 ,1998, 3室1厅 , 无电梯,新港西,中大站,塔楼,其他, 南 ,8号线,9,22670, 105.87,758米
高楼层,450,旭景家园 精装南向大三房 光线好,旭景家园B区 ,2002, 3室2厅 , 有电梯,东圃,,塔楼,其他, 南 ,,11,42072, 106.96,
低楼层,410,实用舒适单位 温馨房 配套完善,锦丽居一期 ,1999, 3室1厅 , 有电梯,金碧,东晓南站,塔楼, 简装 , 南 ,2号线,23,40595, 101,412米
低楼层,405,南国奥园 精装大三房,南国奥林匹克花园悉尼 ,2006, 3室2厅 ,未知,华南,钟村站,塔楼,其他, 南 北 ,7号线,17,33062, 122.5,918米
低楼层,285,君华御府，复式四房，格局方正,番禺君华香柏广场 ,塔楼  , 4室2厅 ,未知,沙湾,, ,其他, 南 ,,32,38514, 74,
中楼层,550,侨怡苑 电梯两房 配套完善,侨怡苑 ,1992, 2室2厅 , 有电梯,体育中心,北延段林和西站,塔楼, 简装 , 北 ,3号线,21,56123, 98,563米
低楼层,520,海天花苑 实用大四房,海天花苑 ,2004, 4室2厅 ,未知,滨江东,,塔楼, 简装, 东北 ,,32,34616, 150.22,
低楼层,223,富力阳光美居 户型方正 通风采光好,富力阳光美居 ,2001, 2室2厅 , 有电梯,黄石路,,塔楼,其他, 东南 ,,15,31858, 70,
低楼层,530,中海名都 装修新净,中海名都 ,2005, 2室2厅 , 有电梯,滨江中,,塔楼,其他, 东北 ,,38,57609, 92,
低楼层,390,天伦东时区 精装三房 中楼层,金港花园 ,2000, 3室2厅 , 有电梯,区府,大沙地站,塔楼, 精装 , 北 ,5号线,18,43547, 89.56,1143米
中楼层,310,东湖映月 高层三房 南北对流 开发商装修,东湖映月 ,2012, 3室2厅 , 有电梯,白云大道北,,塔楼,其他, 南 ,,33,31147, 99.53,
高楼层,670,骏景花园 北苑精装南向四房 经典3+1户,骏景花园北苑骏茵轩 ,2000, 3室1厅 , 有电梯,棠下,,塔楼, 简装 , 南 ,,12,54919, 122,
中楼层,900,金碧湾 望江单位 高层南向四房带主套,金碧湾 ,2007, 4室1厅 ,未知,工业大道北,凤凰新村站,塔楼,其他, 南 ,8号线,32,62500, 144,901米
低楼层,280,小北路 朱紫寮后街 环境优美 楼龄新,小北路朱紫寮后街 ,塔楼  , 2室1厅 , 有电梯,小北,小北站, ,其他, 北 ,5号线,16,53702, 52.14,787米
高楼层,110,西城路 温馨两房 户型方正修改房评,西城路8街 ,塔楼  , 2室1厅 ,未知,市桥,, ,其他, 南 ,,7,16177, 68,
高楼层,465,福金莲花园电梯3房 高楼层视野好,福金莲花园 ,2003, 3室2厅 , 有电梯,员村,,塔楼, 简装 , 东北 ,,27,38443, 120.96,
中楼层,236,锦绣花园南区三房两卫 东西对流 新装修,锦绣花园南区 ,板楼  , 3室2厅 ,未知,钟村,, ,其他, 东 西 ,,7,20830, 113.3,
低楼层,385,尚雅苑 体育东** 正宗东南向,尚雅苑尚雅街 ,1992, 3室1厅 , 无电梯,天河南,猎德站,塔楼,其他, 东南 ,5号线,8,50000, 77,0米
低楼层,180,翡翠育才阳光苑 对流两居 上学方便,翡翠绿洲育才阳光苑 ,2011, 2室2厅 , 有电梯,新塘,,塔楼, 简装 , 东 西 ,,17,19967, 90.15,
高楼层,575,华阳两校之间，准电梯2房,远洋小区 ,1997, 2室2厅 ,未知,天河北,北延段林和西站,塔楼,其他, 南 ,3号线,8,64958, 88.52,736米
低楼层,460,半山雍景 电梯三房单位 北向望汇景,半山雍景苑 ,2000, 3室2厅 , 有电梯,五山,,塔楼, 简装 , 北 ,,18,54762, 84,
高楼层,295,万科金色悦府 精装小三房 采光通风好,万科金色悦府 ,2014, 3室2厅 , 有电梯,区府,文冲站,塔楼, 精装 , 北 ,5号线,31,35633, 82.79,975米
中楼层,210,四航局大院 交通便利,四航局大院 ,塔楼  , 3室1厅 , 无电梯,沙河,, , 简装 , 南 北 ,,7,26250, 80,
高楼层,165,仓边路 家电齐 舒适房源,仓边路福恩里 ,板楼  , 2室1厅 , 无电梯,农讲所,农讲所站, , 简装 , 东 ,1号线,9,43605, 37.84,297米
中楼层,126,汇东国际花园精装一房一厅满五年且一套,汇东国际花园 ,2011, 1室1厅 , 有电梯,新塘,,塔楼, 简装 , 北 ,,26,22106, 57,
中楼层,208,红山派出所宿舍 中层实用两房 格局方正,红山派出所宿舍 ,1998, 2室2厅 , 无电梯,区府,文冲站,塔楼, 精装 , 南 北 ,5号线,9,24762, 84,646米
高楼层,560,华港花园 温馨两房 方正实用,华港花园华港西街 ,2004, 2室2厅 , 有电梯,天河公园,,塔楼, 精装 , 南 ,,9,62922, 89,
低楼层,180,育才阳光苑 精装两房 安静望花园,翡翠绿洲育才阳光苑 ,2011, 2室2厅 , 有电梯,新塘,,塔楼, 简装 , 东南 ,,17,20530, 87.68,
低楼层,208,港湾路 精装两房 光线好,港湾路 ,1995, 2室1厅 , 无电梯,区府,大沙地站,塔楼, 简装 , 西 ,5号线,8,24448, 85.08,606米
